,pos,chrom,region
8,77179285,17,17_77179239_77179339
9,77179291,17,17_77179239_77179339
10,77179293,17,17_77179239_77179339
11,77179298,17,17_77179239_77179339
12,77179302,17,17_77179239_77179339
13,77179306,17,17_77179239_77179339
14,77179309,17,17_77179239_77179339
15,77179314,17,17_77179239_77179339
16,77179321,17,17_77179239_77179339
17,77179327,17,17_77179239_77179339
18,77179331,17,17_77179239_77179339
19,77179339,17,17_77179239_77179339
0,13839656,1,1_13839654_13839728
1,13839662,1,1_13839654_13839728
2,13839707,1,1_13839654_13839728
3,13839711,1,1_13839654_13839728
4,13839715,1,1_13839654_13839728
5,13839722,1,1_13839654_13839728
6,13839725,1,1_13839654_13839728
7,13839728,1,1_13839654_13839728
0,233388287,2,2_233388285_233388361
1,233388294,2,2_233388285_233388361
2,233388313,2,2_233388285_233388361
3,233388330,2,2_233388285_233388361
4,233388338,2,2_233388285_233388361
5,233388351,2,2_233388285_233388361
6,233388361,2,2_233388285_233388361
0,86273913,7,7_86273911_86274002
1,86273936,7,7_86273911_86274002
2,86273951,7,7_86273911_86274002
3,86273959,7,7_86273911_86274002
4,86274000,7,7_86273911_86274002
5,86274002,7,7_86273911_86274002
0,41818375,20,20_41818373_41818465
1,41818379,20,20_41818373_41818465
2,41818382,20,20_41818373_41818465
3,41818385,20,20_41818373_41818465
4,41818405,20,20_41818373_41818465
5,41818407,20,20_41818373_41818465
6,41818414,20,20_41818373_41818465
7,41818420,20,20_41818373_41818465
8,41818431,20,20_41818373_41818465
9,41818435,20,20_41818373_41818465
10,41818437,20,20_41818373_41818465
11,41818448,20,20_41818373_41818465
12,41818453,20,20_41818373_41818465
13,41818456,20,20_41818373_41818465
14,41818459,20,20_41818373_41818465
15,41818461,20,20_41818373_41818465
16,41818465,20,20_41818373_41818465
0,1384170,6,6_1384168_1384263
1,1384181,6,6_1384168_1384263
2,1384184,6,6_1384168_1384263
3,1384189,6,6_1384168_1384263
4,1384192,6,6_1384168_1384263
5,1384198,6,6_1384168_1384263
6,1384201,6,6_1384168_1384263
7,1384207,6,6_1384168_1384263
8,1384243,6,6_1384168_1384263
9,1384263,6,6_1384168_1384263
0,70655254,14,14_70655252_70655323
1,70655257,14,14_70655252_70655323
2,70655265,14,14_70655252_70655323
3,70655268,14,14_70655252_70655323
4,70655275,14,14_70655252_70655323
5,70655283,14,14_70655252_70655323
6,70655302,14,14_70655252_70655323
7,70655310,14,14_70655252_70655323
8,70655321,14,14_70655252_70655323
9,70655323,14,14_70655252_70655323
0,103629867,7,7_103629865_103629960
1,103629870,7,7_103629865_103629960
2,103629875,7,7_103629865_103629960
3,103629886,7,7_103629865_103629960
4,103629888,7,7_103629865_103629960
5,103629899,7,7_103629865_103629960
6,103629910,7,7_103629865_103629960
7,103629914,7,7_103629865_103629960
8,103629920,7,7_103629865_103629960
9,103629925,7,7_103629865_103629960
10,103629931,7,7_103629865_103629960
11,103629937,7,7_103629865_103629960
12,103629949,7,7_103629865_103629960
13,103629957,7,7_103629865_103629960
14,103629960,7,7_103629865_103629960
0,35201480,20,20_35201478_35201578
1,35201489,20,20_35201478_35201578
2,35201522,20,20_35201478_35201578
3,35201534,20,20_35201478_35201578
4,35201560,20,20_35201478_35201578
5,35201568,20,20_35201478_35201578
6,35201578,20,20_35201478_35201578
0,54578671,20,20_54578669_54578750
1,54578677,20,20_54578669_54578750
2,54578705,20,20_54578669_54578750
3,54578708,20,20_54578669_54578750
4,54578711,20,20_54578669_54578750
5,54578734,20,20_54578669_54578750
6,54578750,20,20_54578669_54578750
0,5710229,4,4_5710227_5710322
1,5710241,4,4_5710227_5710322
2,5710248,4,4_5710227_5710322
3,5710255,4,4_5710227_5710322
4,5710268,4,4_5710227_5710322
5,5710271,4,4_5710227_5710322
6,5710278,4,4_5710227_5710322
7,5710281,4,4_5710227_5710322
8,5710286,4,4_5710227_5710322
9,5710298,4,4_5710227_5710322
10,5710311,4,4_5710227_5710322
11,5710316,4,4_5710227_5710322
12,5710319,4,4_5710227_5710322
13,5710322,4,4_5710227_5710322
0,26506781,10,10_26506779_26506859
1,26506787,10,10_26506779_26506859
2,26506790,10,10_26506779_26506859
3,26506798,10,10_26506779_26506859
4,26506801,10,10_26506779_26506859
5,26506808,10,10_26506779_26506859
6,26506811,10,10_26506779_26506859
7,26506825,10,10_26506779_26506859
8,26506827,10,10_26506779_26506859
9,26506832,10,10_26506779_26506859
10,26506835,10,10_26506779_26506859
11,26506839,10,10_26506779_26506859
12,26506847,10,10_26506779_26506859
13,26506853,10,10_26506779_26506859
14,26506859,10,10_26506779_26506859
0,30062970,20,20_30062968_30063062
1,30062987,20,20_30062968_30063062
2,30062996,20,20_30062968_30063062
3,30063015,20,20_30062968_30063062
4,30063030,20,20_30062968_30063062
5,30063036,20,20_30062968_30063062
6,30063038,20,20_30062968_30063062
7,30063050,20,20_30062968_30063062
8,30063054,20,20_30062968_30063062
9,30063059,20,20_30062968_30063062
10,30063062,20,20_30062968_30063062
0,129338403,12,12_129338401_129338495
1,129338407,12,12_129338401_129338495
2,129338411,12,12_129338401_129338495
3,129338414,12,12_129338401_129338495
4,129338425,12,12_129338401_129338495
5,129338427,12,12_129338401_129338495
6,129338434,12,12_129338401_129338495
7,129338462,12,12_129338401_129338495
8,129338472,12,12_129338401_129338495
9,129338484,12,12_129338401_129338495
10,129338495,12,12_129338401_129338495
0,28075090,16,16_28075088_28075183
1,28075094,16,16_28075088_28075183
2,28075097,16,16_28075088_28075183
3,28075108,16,16_28075088_28075183
4,28075115,16,16_28075088_28075183
5,28075119,16,16_28075088_28075183
6,28075123,16,16_28075088_28075183
7,28075137,16,16_28075088_28075183
8,28075142,16,16_28075088_28075183
9,28075145,16,16_28075088_28075183
10,28075149,16,16_28075088_28075183
11,28075151,16,16_28075088_28075183
12,28075155,16,16_28075088_28075183
13,28075177,16,16_28075088_28075183
14,28075183,16,16_28075088_28075183
0,56879539,19,19_56879537_56879639
1,56879541,19,19_56879537_56879639
2,56879544,19,19_56879537_56879639
3,56879554,19,19_56879537_56879639
4,56879559,19,19_56879537_56879639
5,56879567,19,19_56879537_56879639
6,56879571,19,19_56879537_56879639
7,56879573,19,19_56879537_56879639
8,56879596,19,19_56879537_56879639
9,56879613,19,19_56879537_56879639
10,56879626,19,19_56879537_56879639
11,56879639,19,19_56879537_56879639
0,25756561,18,18_25756559_25756657
1,25756568,18,18_25756559_25756657
2,25756639,18,18_25756559_25756657
3,25756641,18,18_25756559_25756657
4,25756651,18,18_25756559_25756657
5,25756657,18,18_25756559_25756657
0,94183563,9,9_94183561_94183640
1,94183574,9,9_94183561_94183640
2,94183580,9,9_94183561_94183640
3,94183584,9,9_94183561_94183640
4,94183587,9,9_94183561_94183640
5,94183593,9,9_94183561_94183640
6,94183597,9,9_94183561_94183640
7,94183607,9,9_94183561_94183640
8,94183611,9,9_94183561_94183640
9,94183620,9,9_94183561_94183640
10,94183625,9,9_94183561_94183640
11,94183627,9,9_94183561_94183640
12,94183635,9,9_94183561_94183640
13,94183637,9,9_94183561_94183640
14,94183640,9,9_94183561_94183640
0,92051331,13,13_92051329_92051418
1,92051363,13,13_92051329_92051418
2,92051367,13,13_92051329_92051418
3,92051372,13,13_92051329_92051418
4,92051378,13,13_92051329_92051418
5,92051390,13,13_92051329_92051418
6,92051400,13,13_92051329_92051418
7,92051418,13,13_92051329_92051418
0,77721890,17,17_77721888_77721989
1,77721909,17,17_77721888_77721989
2,77721917,17,17_77721888_77721989
3,77721920,17,17_77721888_77721989
4,77721922,17,17_77721888_77721989
5,77721934,17,17_77721888_77721989
6,77721951,17,17_77721888_77721989
7,77721961,17,17_77721888_77721989
8,77721966,17,17_77721888_77721989
9,77721975,17,17_77721888_77721989
10,77721979,17,17_77721888_77721989
11,77721982,17,17_77721888_77721989
12,77721989,17,17_77721888_77721989
0,66409903,17,17_66409901_66409996
1,66409911,17,17_66409901_66409996
2,66409917,17,17_66409901_66409996
3,66409929,17,17_66409901_66409996
4,66409960,17,17_66409901_66409996
5,66409963,17,17_66409901_66409996
6,66409979,17,17_66409901_66409996
7,66409987,17,17_66409901_66409996
8,66409996,17,17_66409901_66409996
0,111471795,12,12_111471793_111471893
1,111471797,12,12_111471793_111471893
2,111471800,12,12_111471793_111471893
3,111471803,12,12_111471793_111471893
4,111471806,12,12_111471793_111471893
5,111471816,12,12_111471793_111471893
6,111471831,12,12_111471793_111471893
7,111471838,12,12_111471793_111471893
8,111471842,12,12_111471793_111471893
9,111471852,12,12_111471793_111471893
10,111471857,12,12_111471793_111471893
11,111471859,12,12_111471793_111471893
12,111471862,12,12_111471793_111471893
13,111471873,12,12_111471793_111471893
14,111471877,12,12_111471793_111471893
15,111471881,12,12_111471793_111471893
16,111471884,12,12_111471793_111471893
17,111471887,12,12_111471793_111471893
18,111471893,12,12_111471793_111471893
0,165325662,1,1_165325660_165325748
1,165325670,1,1_165325660_165325748
2,165325673,1,1_165325660_165325748
3,165325679,1,1_165325660_165325748
4,165325691,1,1_165325660_165325748
5,165325700,1,1_165325660_165325748
6,165325706,1,1_165325660_165325748
7,165325712,1,1_165325660_165325748
8,165325717,1,1_165325660_165325748
9,165325720,1,1_165325660_165325748
10,165325732,1,1_165325660_165325748
11,165325737,1,1_165325660_165325748
12,165325741,1,1_165325660_165325748
13,165325744,1,1_165325660_165325748
14,165325748,1,1_165325660_165325748
0,48885950,22,22_48885948_48886050
1,48885953,22,22_48885948_48886050
2,48885957,22,22_48885948_48886050
3,48885963,22,22_48885948_48886050
4,48886001,22,22_48885948_48886050
5,48886022,22,22_48885948_48886050
6,48886030,22,22_48885948_48886050
7,48886037,22,22_48885948_48886050
8,48886043,22,22_48885948_48886050
9,48886050,22,22_48885948_48886050
0,32456831,11,11_32456829_32456926
1,32456836,11,11_32456829_32456926
2,32456841,11,11_32456829_32456926
3,32456853,11,11_32456829_32456926
4,32456856,11,11_32456829_32456926
5,32456862,11,11_32456829_32456926
6,32456871,11,11_32456829_32456926
7,32456880,11,11_32456829_32456926
8,32456910,11,11_32456829_32456926
9,32456912,11,11_32456829_32456926
10,32456915,11,11_32456829_32456926
11,32456923,11,11_32456829_32456926
12,32456926,11,11_32456829_32456926
0,103629747,7,7_103629745_103629847
1,103629762,7,7_103629745_103629847
2,103629781,7,7_103629745_103629847
3,103629796,7,7_103629745_103629847
4,103629806,7,7_103629745_103629847
5,103629809,7,7_103629745_103629847
6,103629812,7,7_103629745_103629847
7,103629815,7,7_103629745_103629847
8,103629818,7,7_103629745_103629847
9,103629821,7,7_103629745_103629847
10,103629824,7,7_103629745_103629847
11,103629827,7,7_103629745_103629847
12,103629829,7,7_103629745_103629847
13,103629831,7,7_103629745_103629847
14,103629838,7,7_103629745_103629847
15,103629840,7,7_103629745_103629847
16,103629843,7,7_103629745_103629847
17,103629847,7,7_103629745_103629847
0,65991430,1,1_65991430_65991522
1,65991432,1,1_65991430_65991522
2,65991435,1,1_65991430_65991522
3,65991445,1,1_65991430_65991522
4,65991452,1,1_65991430_65991522
5,65991455,1,1_65991430_65991522
6,65991458,1,1_65991430_65991522
7,65991461,1,1_65991430_65991522
8,65991476,1,1_65991430_65991522
9,65991480,1,1_65991430_65991522
10,65991493,1,1_65991430_65991522
11,65991522,1,1_65991430_65991522
0,61051059,20,20_61051057_61051151
1,61051064,20,20_61051057_61051151
2,61051075,20,20_61051057_61051151
3,61051087,20,20_61051057_61051151
4,61051089,20,20_61051057_61051151
5,61051092,20,20_61051057_61051151
6,61051097,20,20_61051057_61051151
7,61051102,20,20_61051057_61051151
8,61051108,20,20_61051057_61051151
9,61051111,20,20_61051057_61051151
10,61051113,20,20_61051057_61051151
11,61051116,20,20_61051057_61051151
12,61051131,20,20_61051057_61051151
13,61051133,20,20_61051057_61051151
14,61051137,20,20_61051057_61051151
15,61051151,20,20_61051057_61051151
0,3314834,16,16_3314832_3314928
1,3314867,16,16_3314832_3314928
2,3314899,16,16_3314832_3314928
3,3314903,16,16_3314832_3314928
4,3314913,16,16_3314832_3314928
5,3314928,16,16_3314832_3314928
0,46670523,17,17_46670521_46670610
1,46670537,17,17_46670521_46670610
2,46670541,17,17_46670521_46670610
3,46670543,17,17_46670521_46670610
4,46670574,17,17_46670521_46670610
5,46670578,17,17_46670521_46670610
6,46670610,17,17_46670521_46670610
0,4229430,4,4_4229428_4229518
1,4229434,4,4_4229428_4229518
2,4229465,4,4_4229428_4229518
3,4229492,4,4_4229428_4229518
4,4229512,4,4_4229428_4229518
5,4229518,4,4_4229428_4229518
0,104501030,9,9_104501028_104501110
1,104501037,9,9_104501028_104501110
2,104501059,9,9_104501028_104501110
3,104501073,9,9_104501028_104501110
4,104501075,9,9_104501028_104501110
5,104501110,9,9_104501028_104501110
0,126774283,9,9_126774281_126774366
1,126774287,9,9_126774281_126774366
2,126774294,9,9_126774281_126774366
3,126774296,9,9_126774281_126774366
4,126774299,9,9_126774281_126774366
5,126774307,9,9_126774281_126774366
6,126774311,9,9_126774281_126774366
7,126774313,9,9_126774281_126774366
8,126774316,9,9_126774281_126774366
9,126774320,9,9_126774281_126774366
10,126774323,9,9_126774281_126774366
11,126774352,9,9_126774281_126774366
12,126774357,9,9_126774281_126774366
13,126774366,9,9_126774281_126774366
0,43153081,7,7_43153079_43153178
1,43153100,7,7_43153079_43153178
2,43153121,7,7_43153079_43153178
3,43153143,7,7_43153079_43153178
4,43153157,7,7_43153079_43153178
5,43153161,7,7_43153079_43153178
6,43153167,7,7_43153079_43153178
7,43153170,7,7_43153079_43153178
8,43153178,7,7_43153079_43153178
0,121950375,7,7_121950373_121950456
1,121950403,7,7_121950373_121950456
2,121950419,7,7_121950373_121950456
3,121950429,7,7_121950373_121950456
4,121950456,7,7_121950373_121950456
0,33402328,14,14_33402326_33402409
1,33402344,14,14_33402326_33402409
2,33402350,14,14_33402326_33402409
3,33402356,14,14_33402326_33402409
4,33402368,14,14_33402326_33402409
5,33402409,14,14_33402326_33402409
0,51185457,16,16_51185455_51185557
1,51185459,16,16_51185455_51185557
2,51185461,16,16_51185455_51185557
3,51185477,16,16_51185455_51185557
4,51185481,16,16_51185455_51185557
5,51185483,16,16_51185455_51185557
6,51185497,16,16_51185455_51185557
7,51185499,16,16_51185455_51185557
8,51185502,16,16_51185455_51185557
9,51185504,16,16_51185455_51185557
10,51185507,16,16_51185455_51185557
11,51185511,16,16_51185455_51185557
12,51185534,16,16_51185455_51185557
13,51185538,16,16_51185455_51185557
14,51185542,16,16_51185455_51185557
15,51185550,16,16_51185455_51185557
16,51185552,16,16_51185455_51185557
17,51185557,16,16_51185455_51185557
0,112833218,11,11_112833216_112833290
1,112833223,11,11_112833216_112833290
2,112833245,11,11_112833216_112833290
3,112833249,11,11_112833216_112833290
4,112833259,11,11_112833216_112833290
5,112833281,11,11_112833216_112833290
6,112833290,11,11_112833216_112833290
0,6449255,5,5_6449253_6449336
1,6449258,5,5_6449253_6449336
2,6449261,5,5_6449253_6449336
3,6449284,5,5_6449253_6449336
4,6449287,5,5_6449253_6449336
5,6449289,5,5_6449253_6449336
6,6449291,5,5_6449253_6449336
7,6449303,5,5_6449253_6449336
8,6449312,5,5_6449253_6449336
9,6449321,5,5_6449253_6449336
10,6449328,5,5_6449253_6449336
11,6449336,5,5_6449253_6449336
0,13868962,18,18_13868960_13869025
1,13868996,18,18_13868960_13869025
2,13869002,18,18_13868960_13869025
3,13869010,18,18_13868960_13869025
4,13869012,18,18_13868960_13869025
5,13869025,18,18_13868960_13869025
0,11207874,10,10_11207872_11207969
1,11207880,10,10_11207872_11207969
2,11207890,10,10_11207872_11207969
3,11207899,10,10_11207872_11207969
4,11207901,10,10_11207872_11207969
5,11207907,10,10_11207872_11207969
6,11207913,10,10_11207872_11207969
7,11207952,10,10_11207872_11207969
8,11207969,10,10_11207872_11207969
0,51183835,16,16_51183833_51183934
1,51183846,16,16_51183833_51183934
2,51183852,16,16_51183833_51183934
3,51183863,16,16_51183833_51183934
4,51183866,16,16_51183833_51183934
5,51183883,16,16_51183833_51183934
6,51183897,16,16_51183833_51183934
7,51183911,16,16_51183833_51183934
8,51183916,16,16_51183833_51183934
9,51183921,16,16_51183833_51183934
10,51183926,16,16_51183833_51183934
11,51183934,16,16_51183833_51183934
0,42928520,7,7_42928518_42928618
1,42928534,7,7_42928518_42928618
2,42928545,7,7_42928518_42928618
3,42928559,7,7_42928518_42928618
4,42928562,7,7_42928518_42928618
5,42928571,7,7_42928518_42928618
6,42928587,7,7_42928518_42928618
7,42928594,7,7_42928518_42928618
8,42928618,7,7_42928518_42928618
0,132262244,7,7_132262242_132262342
1,132262251,7,7_132262242_132262342
2,132262253,7,7_132262242_132262342
3,132262269,7,7_132262242_132262342
4,132262279,7,7_132262242_132262342
5,132262283,7,7_132262242_132262342
6,132262302,7,7_132262242_132262342
7,132262324,7,7_132262242_132262342
8,132262327,7,7_132262242_132262342
9,132262330,7,7_132262242_132262342
10,132262334,7,7_132262242_132262342
11,132262342,7,7_132262242_132262342
0,39152391,22,22_39152389_39152475
1,39152393,22,22_39152389_39152475
2,39152395,22,22_39152389_39152475
3,39152417,22,22_39152389_39152475
4,39152429,22,22_39152389_39152475
5,39152448,22,22_39152389_39152475
6,39152460,22,22_39152389_39152475
7,39152475,22,22_39152389_39152475
0,96743440,13,13_96743438_96743527
1,96743445,13,13_96743438_96743527
2,96743452,13,13_96743438_96743527
3,96743460,13,13_96743438_96743527
4,96743467,13,13_96743438_96743527
5,96743480,13,13_96743438_96743527
6,96743485,13,13_96743438_96743527
7,96743490,13,13_96743438_96743527
8,96743492,13,13_96743438_96743527
9,96743522,13,13_96743438_96743527
10,96743527,13,13_96743438_96743527
0,99953634,2,2_99953632_99953729
1,99953662,2,2_99953632_99953729
2,99953674,2,2_99953632_99953729
3,99953685,2,2_99953632_99953729
4,99953687,2,2_99953632_99953729
5,99953694,2,2_99953632_99953729
6,99953699,2,2_99953632_99953729
7,99953704,2,2_99953632_99953729
8,99953708,2,2_99953632_99953729
9,99953725,2,2_99953632_99953729
10,99953729,2,2_99953632_99953729
0,8906509,17,17_8906509_8906604
1,8906511,17,17_8906509_8906604
2,8906520,17,17_8906509_8906604
3,8906522,17,17_8906509_8906604
4,8906526,17,17_8906509_8906604
5,8906548,17,17_8906509_8906604
6,8906552,17,17_8906509_8906604
7,8906559,17,17_8906509_8906604
8,8906562,17,17_8906509_8906604
9,8906585,17,17_8906509_8906604
10,8906601,17,17_8906509_8906604
11,8906604,17,17_8906509_8906604
0,38845912,5,5_38845910_38845975
1,38845916,5,5_38845910_38845975
2,38845920,5,5_38845910_38845975
3,38845929,5,5_38845910_38845975
4,38845944,5,5_38845910_38845975
5,38845959,5,5_38845910_38845975
6,38845961,5,5_38845910_38845975
7,38845965,5,5_38845910_38845975
8,38845975,5,5_38845910_38845975
0,98703531,2,2_98703529_98703623
1,98703533,2,2_98703529_98703623
2,98703544,2,2_98703529_98703623
3,98703550,2,2_98703529_98703623
4,98703563,2,2_98703529_98703623
5,98703565,2,2_98703529_98703623
6,98703578,2,2_98703529_98703623
7,98703592,2,2_98703529_98703623
8,98703594,2,2_98703529_98703623
9,98703600,2,2_98703529_98703623
10,98703603,2,2_98703529_98703623
11,98703606,2,2_98703529_98703623
12,98703617,2,2_98703529_98703623
13,98703619,2,2_98703529_98703623
14,98703623,2,2_98703529_98703623
0,91635415,2,2_91635413_91635504
1,91635418,2,2_91635413_91635504
2,91635423,2,2_91635413_91635504
3,91635437,2,2_91635413_91635504
4,91635440,2,2_91635413_91635504
5,91635443,2,2_91635413_91635504
6,91635456,2,2_91635413_91635504
7,91635459,2,2_91635413_91635504
8,91635461,2,2_91635413_91635504
9,91635472,2,2_91635413_91635504
10,91635488,2,2_91635413_91635504
11,91635498,2,2_91635413_91635504
12,91635504,2,2_91635413_91635504
0,6662243,1,1_6662241_6662341
1,6662245,1,1_6662241_6662341
2,6662248,1,1_6662241_6662341
3,6662256,1,1_6662241_6662341
4,6662258,1,1_6662241_6662341
5,6662267,1,1_6662241_6662341
6,6662272,1,1_6662241_6662341
7,6662286,1,1_6662241_6662341
8,6662313,1,1_6662241_6662341
9,6662316,1,1_6662241_6662341
10,6662321,1,1_6662241_6662341
11,6662330,1,1_6662241_6662341
12,6662339,1,1_6662241_6662341
13,6662341,1,1_6662241_6662341
0,88325214,13,13_88325212_88325276
1,88325239,13,13_88325212_88325276
2,88325261,13,13_88325212_88325276
3,88325263,13,13_88325212_88325276
4,88325276,13,13_88325212_88325276
0,88324597,13,13_88324595_88324694
1,88324602,13,13_88324595_88324694
2,88324608,13,13_88324595_88324694
3,88324614,13,13_88324595_88324694
4,88324617,13,13_88324595_88324694
5,88324637,13,13_88324595_88324694
6,88324639,13,13_88324595_88324694
7,88324653,13,13_88324595_88324694
8,88324658,13,13_88324595_88324694
9,88324689,13,13_88324595_88324694
10,88324694,13,13_88324595_88324694
0,42423471,5,5_42423469_42423555
1,42423479,5,5_42423469_42423555
2,42423531,5,5_42423469_42423555
3,42423533,5,5_42423469_42423555
4,42423555,5,5_42423469_42423555
0,61276764,11,11_61276762_61276862
1,61276771,11,11_61276762_61276862
2,61276781,11,11_61276762_61276862
3,61276788,11,11_61276762_61276862
4,61276791,11,11_61276762_61276862
5,61276797,11,11_61276762_61276862
6,61276799,11,11_61276762_61276862
7,61276816,11,11_61276762_61276862
8,61276830,11,11_61276762_61276862
9,61276846,11,11_61276762_61276862
10,61276849,11,11_61276762_61276862
11,61276856,11,11_61276762_61276862
12,61276858,11,11_61276762_61276862
13,61276862,11,11_61276762_61276862
0,43121785,5,5_43121783_43121885
1,43121789,5,5_43121783_43121885
2,43121806,5,5_43121783_43121885
3,43121811,5,5_43121783_43121885
4,43121822,5,5_43121783_43121885
5,43121827,5,5_43121783_43121885
6,43121834,5,5_43121783_43121885
7,43121859,5,5_43121783_43121885
8,43121861,5,5_43121783_43121885
9,43121869,5,5_43121783_43121885
10,43121873,5,5_43121783_43121885
11,43121882,5,5_43121783_43121885
12,43121885,5,5_43121783_43121885
0,100938965,2,2_100938963_100939058
1,100938967,2,2_100938963_100939058
2,100938969,2,2_100938963_100939058
3,100938971,2,2_100938963_100939058
4,100938985,2,2_100938963_100939058
5,100938993,2,2_100938963_100939058
6,100939004,2,2_100938963_100939058
7,100939032,2,2_100938963_100939058
8,100939034,2,2_100938963_100939058
9,100939045,2,2_100938963_100939058
10,100939047,2,2_100938963_100939058
11,100939050,2,2_100938963_100939058
12,100939056,2,2_100938963_100939058
13,100939058,2,2_100938963_100939058
0,43192939,5,5_43192937_43193035
1,43192945,5,5_43192937_43193035
2,43192985,5,5_43192937_43193035
3,43193008,5,5_43192937_43193035
4,43193011,5,5_43192937_43193035
5,43193024,5,5_43192937_43193035
6,43193026,5,5_43192937_43193035
7,43193028,5,5_43192937_43193035
8,43193031,5,5_43192937_43193035
9,43193035,5,5_43192937_43193035
0,73383956,2,2_73383954_73384050
1,73383963,2,2_73383954_73384050
2,73383969,2,2_73383954_73384050
3,73384016,2,2_73383954_73384050
4,73384039,2,2_73383954_73384050
5,73384050,2,2_73383954_73384050
0,56206316,5,5_56206314_56206403
1,56206336,5,5_56206314_56206403
2,56206343,5,5_56206314_56206403
3,56206390,5,5_56206314_56206403
4,56206396,5,5_56206314_56206403
5,56206403,5,5_56206314_56206403
0,67624618,2,2_67624616_67624718
1,67624627,2,2_67624616_67624718
2,67624630,2,2_67624616_67624718
3,67624645,2,2_67624616_67624718
4,67624648,2,2_67624616_67624718
5,67624658,2,2_67624616_67624718
6,67624663,2,2_67624616_67624718
7,67624670,2,2_67624616_67624718
8,67624686,2,2_67624616_67624718
9,67624696,2,2_67624616_67624718
10,67624701,2,2_67624616_67624718
11,67624703,2,2_67624616_67624718
12,67624708,2,2_67624616_67624718
13,67624718,2,2_67624616_67624718
0,62114953,2,2_62114951_62115041
1,62114959,2,2_62114951_62115041
2,62114968,2,2_62114951_62115041
3,62114979,2,2_62114951_62115041
4,62114996,2,2_62114951_62115041
5,62115001,2,2_62114951_62115041
6,62115008,2,2_62114951_62115041
7,62115041,2,2_62114951_62115041
0,77072276,5,5_77072274_77072365
1,77072280,5,5_77072274_77072365
2,77072292,5,5_77072274_77072365
3,77072302,5,5_77072274_77072365
4,77072322,5,5_77072274_77072365
5,77072348,5,5_77072274_77072365
6,77072365,5,5_77072274_77072365
0,48338432,2,2_48338430_48338530
1,48338442,2,2_48338430_48338530
2,48338482,2,2_48338430_48338530
3,48338500,2,2_48338430_48338530
4,48338507,2,2_48338430_48338530
5,48338517,2,2_48338430_48338530
6,48338530,2,2_48338430_48338530
0,47748169,2,2_47748167_47748267
1,47748190,2,2_47748167_47748267
2,47748196,2,2_47748167_47748267
3,47748214,2,2_47748167_47748267
4,47748222,2,2_47748167_47748267
5,47748224,2,2_47748167_47748267
6,47748240,2,2_47748167_47748267
7,47748244,2,2_47748167_47748267
8,47748251,2,2_47748167_47748267
9,47748254,2,2_47748167_47748267
10,47748261,2,2_47748167_47748267
11,47748264,2,2_47748167_47748267
12,47748267,2,2_47748167_47748267
0,30677429,17,17_30677427_30677523
1,30677432,17,17_30677427_30677523
2,30677439,17,17_30677427_30677523
3,30677453,17,17_30677427_30677523
4,30677459,17,17_30677427_30677523
5,30677517,17,17_30677427_30677523
6,30677523,17,17_30677427_30677523
0,30846252,17,17_30846250_30846350
1,30846258,17,17_30846250_30846350
2,30846300,17,17_30846250_30846350
3,30846313,17,17_30846250_30846350
4,30846316,17,17_30846250_30846350
5,30846329,17,17_30846250_30846350
6,30846331,17,17_30846250_30846350
7,30846337,17,17_30846250_30846350
8,30846350,17,17_30846250_30846350
0,98104276,5,5_98104274_98104320
1,98104285,5,5_98104274_98104320
2,98104292,5,5_98104274_98104320
3,98104297,5,5_98104274_98104320
4,98104301,5,5_98104274_98104320
5,98104311,5,5_98104274_98104320
6,98104320,5,5_98104274_98104320
0,32907165,17,17_32907163_32907248
1,32907189,17,17_32907163_32907248
2,32907192,17,17_32907163_32907248
3,32907212,17,17_32907163_32907248
4,32907222,17,17_32907163_32907248
5,32907231,17,17_32907163_32907248
6,32907240,17,17_32907163_32907248
7,32907248,17,17_32907163_32907248
0,153749384,7,7_153749382_153749482
1,153749388,7,7_153749382_153749482
2,153749390,7,7_153749382_153749482
3,153749402,7,7_153749382_153749482
4,153749417,7,7_153749382_153749482
5,153749426,7,7_153749382_153749482
6,153749445,7,7_153749382_153749482
7,153749447,7,7_153749382_153749482
8,153749462,7,7_153749382_153749482
9,153749469,7,7_153749382_153749482
10,153749478,7,7_153749382_153749482
11,153749482,7,7_153749382_153749482
0,73964058,2,2_73964056_73964156
1,73964090,2,2_73964056_73964156
2,73964097,2,2_73964056_73964156
3,73964144,2,2_73964056_73964156
4,73964156,2,2_73964056_73964156
0,32312285,5,5_32312283_32312378
1,32312291,5,5_32312283_32312378
2,32312339,5,5_32312283_32312378
3,32312356,5,5_32312283_32312378
4,32312361,5,5_32312283_32312378
5,32312367,5,5_32312283_32312378
6,32312374,5,5_32312283_32312378
7,32312378,5,5_32312283_32312378
0,102097889,2,2_102097887_102097967
1,102097897,2,2_102097887_102097967
2,102097905,2,2_102097887_102097967
3,102097927,2,2_102097887_102097967
4,102097929,2,2_102097887_102097967
5,102097935,2,2_102097887_102097967
6,102097952,2,2_102097887_102097967
7,102097959,2,2_102097887_102097967
8,102097967,2,2_102097887_102097967
0,31855215,5,5_31855213_31855296
1,31855218,5,5_31855213_31855296
2,31855237,5,5_31855213_31855296
3,31855252,5,5_31855213_31855296
4,31855284,5,5_31855213_31855296
5,31855296,5,5_31855213_31855296
0,215672904,2,2_215672902_215673001
1,215672908,2,2_215672902_215673001
2,215672915,2,2_215672902_215673001
3,215672928,2,2_215672902_215673001
4,215672949,2,2_215672902_215673001
