chrom,start,end,region,panel
chr17,43306545,43306546,chr17_43306478_43306574,TSMA_panel
chr17,43306565,43306566,chr17_43306478_43306574,TSMA_panel
chr17,43306574,43306575,chr17_43306478_43306574,TSMA_panel
chr17,43319427,43319428,chr17_43319425_43319494,TSMA_panel
chr17,43319436,43319437,chr17_43319425_43319494,TSMA_panel
chr17,43319439,43319440,chr17_43319425_43319494,TSMA_panel
chr17,43319442,43319443,chr17_43319425_43319494,TSMA_panel
chr17,43319445,43319446,chr17_43319425_43319494,TSMA_panel
chr17,43319448,43319449,chr17_43319425_43319494,TSMA_panel
chr17,43319451,43319452,chr17_43319425_43319494,TSMA_panel
chr17,43319454,43319455,chr17_43319425_43319494,TSMA_panel
chr17,43319457,43319458,chr17_43319425_43319494,TSMA_panel
chr17,43319464,43319465,chr17_43319425_43319494,TSMA_panel
chr17,43319492,43319493,chr17_43319425_43319494,TSMA_panel
chr17,43319494,43319495,chr17_43319425_43319494,TSMA_panel
chr17,43339344,43339345,chr17_43339342_43339439,TSMA_panel
chr17,43339350,43339351,chr17_43339342_43339439,TSMA_panel
chr17,43339354,43339355,chr17_43339342_43339439,TSMA_panel
chr17,43339358,43339359,chr17_43339342_43339439,TSMA_panel
chr17,43339362,43339363,chr17_43339342_43339439,TSMA_panel
chr17,43339390,43339391,chr17_43339342_43339439,TSMA_panel
chr17,43339409,43339410,chr17_43339342_43339439,TSMA_panel
chr17,43339416,43339417,chr17_43339342_43339439,TSMA_panel
chr17,43339439,43339440,chr17_43339342_43339439,TSMA_panel
chr17,43339476,43339477,chr17_43339474_43339574,TSMA_panel
chr17,43339494,43339495,chr17_43339474_43339574,TSMA_panel
chr17,43339497,43339498,chr17_43339474_43339574,TSMA_panel
chr17,43339512,43339513,chr17_43339474_43339574,TSMA_panel
chr17,43339515,43339516,chr17_43339474_43339574,TSMA_panel
chr17,43339526,43339527,chr17_43339474_43339574,TSMA_panel
chr17,43339532,43339533,chr17_43339474_43339574,TSMA_panel
chr17,43339535,43339536,chr17_43339474_43339574,TSMA_panel
chr17,43339537,43339538,chr17_43339474_43339574,TSMA_panel
chr17,43339557,43339558,chr17_43339474_43339574,TSMA_panel
chr17,43339570,43339571,chr17_43339474_43339574,TSMA_panel
chr17,43339574,43339575,chr17_43339474_43339574,TSMA_panel
chr17,43508222,43508223,chr17_43508220_43508320,TSMA_panel
chr17,43508226,43508227,chr17_43508220_43508320,TSMA_panel
chr17,43508250,43508251,chr17_43508220_43508320,TSMA_panel
chr17,43508267,43508268,chr17_43508220_43508320,TSMA_panel
chr17,43508291,43508292,chr17_43508220_43508320,TSMA_panel
chr17,43508311,43508312,chr17_43508220_43508320,TSMA_panel
chr17,43508320,43508321,chr17_43508220_43508320,TSMA_panel
chr17,56332039,56332040,chr17_56332037_56332080,TSMA_panel
chr17,56332059,56332060,chr17_56332037_56332080,TSMA_panel
chr17,56332064,56332065,chr17_56332037_56332080,TSMA_panel
chr17,56332073,56332074,chr17_56332037_56332080,TSMA_panel
chr17,56332078,56332079,chr17_56332037_56332080,TSMA_panel
chr17,56332080,56332081,chr17_56332037_56332080,TSMA_panel
chr17,56402109,56402110,chr17_56402107_56402196,TSMA_panel
chr17,56402116,56402117,chr17_56402107_56402196,TSMA_panel
chr17,56402137,56402138,chr17_56402107_56402196,TSMA_panel
chr17,56402159,56402160,chr17_56402107_56402196,TSMA_panel
chr17,56402162,56402163,chr17_56402107_56402196,TSMA_panel
chr17,56402165,56402166,chr17_56402107_56402196,TSMA_panel
chr17,56402178,56402179,chr17_56402107_56402196,TSMA_panel
chr17,56402186,56402187,chr17_56402107_56402196,TSMA_panel
chr17,56402196,56402197,chr17_56402107_56402196,TSMA_panel
chr17,60345221,60345222,chr17_60345219_60345296,TSMA_panel
chr17,60345265,60345266,chr17_60345219_60345296,TSMA_panel
chr17,60345274,60345275,chr17_60345219_60345296,TSMA_panel
chr17,60345286,60345287,chr17_60345219_60345296,TSMA_panel
chr17,60345296,60345297,chr17_60345219_60345296,TSMA_panel
chr17,66596194,66596195,chr17_66596192_66596290,TSMA_panel
chr17,66596209,66596210,chr17_66596192_66596290,TSMA_panel
chr17,66596248,66596249,chr17_66596192_66596290,TSMA_panel
chr17,66596275,66596276,chr17_66596192_66596290,TSMA_panel
chr17,66596290,66596291,chr17_66596192_66596290,TSMA_panel
chr17,72978814,72978815,chr17_72978812_72978848,TSMA_panel
chr17,72978817,72978818,chr17_72978812_72978848,TSMA_panel
chr17,72978831,72978832,chr17_72978812_72978848,TSMA_panel
chr17,72978833,72978834,chr17_72978812_72978848,TSMA_panel
chr17,72978848,72978849,chr17_72978812_72978848,TSMA_panel
chr17,73597440,73597441,chr17_73597438_73597523,TSMA_panel
chr17,73597449,73597450,chr17_73597438_73597523,TSMA_panel
chr17,73597459,73597460,chr17_73597438_73597523,TSMA_panel
chr17,73597489,73597490,chr17_73597438_73597523,TSMA_panel
chr17,73597523,73597524,chr17_73597438_73597523,TSMA_panel
chr17,73717684,73717685,chr17_73717682_73717746,TSMA_panel
chr17,73717702,73717703,chr17_73717682_73717746,TSMA_panel
chr17,73717719,73717720,chr17_73717682_73717746,TSMA_panel
chr17,73717721,73717722,chr17_73717682_73717746,TSMA_panel
chr17,73717736,73717737,chr17_73717682_73717746,TSMA_panel
chr17,73717746,73717747,chr17_73717682_73717746,TSMA_panel
chr17,76777070,76777071,chr17_76777068_76777163,TSMA_panel
chr17,76777086,76777087,chr17_76777068_76777163,TSMA_panel
chr17,76777147,76777148,chr17_76777068_76777163,TSMA_panel
chr17,76777159,76777160,chr17_76777068_76777163,TSMA_panel
chr17,76777163,76777164,chr17_76777068_76777163,TSMA_panel
chr17,76777192,76777193,chr17_76777190_76777245,TSMA_panel
chr17,76777201,76777202,chr17_76777190_76777245,TSMA_panel
chr17,76777207,76777208,chr17_76777190_76777245,TSMA_panel
chr17,76777237,76777238,chr17_76777190_76777245,TSMA_panel
chr17,76777245,76777246,chr17_76777190_76777245,TSMA_panel
chr17,77605890,77605891,chr17_77605888_77605954,TSMA_panel
chr17,77605892,77605893,chr17_77605888_77605954,TSMA_panel
chr17,77605900,77605901,chr17_77605888_77605954,TSMA_panel
chr17,77605904,77605905,chr17_77605888_77605954,TSMA_panel
chr17,77605949,77605950,chr17_77605888_77605954,TSMA_panel
chr17,77605954,77605955,chr17_77605888_77605954,TSMA_panel
chr17,77806728,77806729,chr17_77806726_77806826,TSMA_panel
chr17,77806731,77806732,chr17_77806726_77806826,TSMA_panel
chr17,77806735,77806736,chr17_77806726_77806826,TSMA_panel
chr17,77806751,77806752,chr17_77806726_77806826,TSMA_panel
chr17,77806757,77806758,chr17_77806726_77806826,TSMA_panel
chr17,77806778,77806779,chr17_77806726_77806826,TSMA_panel
chr17,77806800,77806801,chr17_77806726_77806826,TSMA_panel
chr17,77806804,77806805,chr17_77806726_77806826,TSMA_panel
chr17,77806811,77806812,chr17_77806726_77806826,TSMA_panel
chr17,77806826,77806827,chr17_77806726_77806826,TSMA_panel
chr17,78943084,78943085,chr17_78943082_78943182,TSMA_panel
chr17,78943117,78943118,chr17_78943082_78943182,TSMA_panel
chr17,78943128,78943129,chr17_78943082_78943182,TSMA_panel
chr17,78943135,78943136,chr17_78943082_78943182,TSMA_panel
chr17,78943182,78943183,chr17_78943082_78943182,TSMA_panel
chr17,78991853,78991854,chr17_78991851_78991931,TSMA_panel
chr17,78991880,78991881,chr17_78991851_78991931,TSMA_panel
chr17,78991901,78991902,chr17_78991851_78991931,TSMA_panel
chr17,78991922,78991923,chr17_78991851_78991931,TSMA_panel
chr17,78991931,78991932,chr17_78991851_78991931,TSMA_panel
chr17,7942515,7942516,chr17_7942513_7942613,TSMA_panel
chr17,7942551,7942552,chr17_7942513_7942613,TSMA_panel
chr17,7942561,7942562,chr17_7942513_7942613,TSMA_panel
chr17,7942596,7942597,chr17_7942513_7942613,TSMA_panel
chr17,7942613,7942614,chr17_7942513_7942613,TSMA_panel
chr17,80666210,80666211,chr17_80666208_80666299,TSMA_panel
chr17,80666272,80666273,chr17_80666208_80666299,TSMA_panel
chr17,80666276,80666277,chr17_80666208_80666299,TSMA_panel
chr17,80666278,80666279,chr17_80666208_80666299,TSMA_panel
chr17,80666288,80666289,chr17_80666208_80666299,TSMA_panel
chr17,80666299,80666300,chr17_80666208_80666299,TSMA_panel
chr18,34833765,34833766,chr18_34833763_34833863,TSMA_panel
chr18,34833768,34833769,chr18_34833763_34833863,TSMA_panel
chr18,34833771,34833772,chr18_34833763_34833863,TSMA_panel
chr18,34833780,34833781,chr18_34833763_34833863,TSMA_panel
chr18,34833784,34833785,chr18_34833763_34833863,TSMA_panel
chr18,34833791,34833792,chr18_34833763_34833863,TSMA_panel
chr18,34833802,34833803,chr18_34833763_34833863,TSMA_panel
chr18,34833833,34833834,chr18_34833763_34833863,TSMA_panel
chr18,34833845,34833846,chr18_34833763_34833863,TSMA_panel
chr18,34833863,34833864,chr18_34833763_34833863,TSMA_panel
chr18,43355353,43355354,chr18_43355351_43355440,TSMA_panel
chr18,43355361,43355362,chr18_43355351_43355440,TSMA_panel
chr18,43355366,43355367,chr18_43355351_43355440,TSMA_panel
chr18,43355372,43355373,chr18_43355351_43355440,TSMA_panel
chr18,43355376,43355377,chr18_43355351_43355440,TSMA_panel
chr18,43355414,43355415,chr18_43355351_43355440,TSMA_panel
chr18,43355440,43355441,chr18_43355351_43355440,TSMA_panel
chr18,72148566,72148567,chr18_72148564_72148636,TSMA_panel
chr18,72148579,72148580,chr18_72148564_72148636,TSMA_panel
chr18,72148582,72148583,chr18_72148564_72148636,TSMA_panel
chr18,72148604,72148605,chr18_72148564_72148636,TSMA_panel
chr18,72148636,72148637,chr18_72148564_72148636,TSMA_panel
chr18,74300919,74300920,chr18_74300917_74301003,TSMA_panel
chr18,74300955,74300956,chr18_74300917_74301003,TSMA_panel
chr18,74300958,74300959,chr18_74300917_74301003,TSMA_panel
chr18,74300973,74300974,chr18_74300917_74301003,TSMA_panel
chr18,74301003,74301004,chr18_74300917_74301003,TSMA_panel
chr18,76264551,76264552,chr18_76264549_76264647,TSMA_panel
chr18,76264586,76264587,chr18_76264549_76264647,TSMA_panel
chr18,76264596,76264597,chr18_76264549_76264647,TSMA_panel
chr18,76264602,76264603,chr18_76264549_76264647,TSMA_panel
chr18,76264647,76264648,chr18_76264549_76264647,TSMA_panel
chr18,8608940,8608941,chr18_8608938_8609000,TSMA_panel
chr18,8608954,8608955,chr18_8608938_8609000,TSMA_panel
chr18,8608958,8608959,chr18_8608938_8609000,TSMA_panel
chr18,8608960,8608961,chr18_8608938_8609000,TSMA_panel
chr18,8608962,8608963,chr18_8608938_8609000,TSMA_panel
chr18,8608968,8608969,chr18_8608938_8609000,TSMA_panel
chr18,8609000,8609001,chr18_8608938_8609000,TSMA_panel
chr19,12876799,12876800,chr19_12876797_12876892,TSMA_panel
chr19,12876806,12876807,chr19_12876797_12876892,TSMA_panel
chr19,12876832,12876833,chr19_12876797_12876892,TSMA_panel
chr19,12876846,12876847,chr19_12876797_12876892,TSMA_panel
chr19,12876890,12876891,chr19_12876797_12876892,TSMA_panel
chr19,12876892,12876893,chr19_12876797_12876892,TSMA_panel
chr19,12876910,12876911,chr19_12876908_12877000,TSMA_panel
chr19,12876917,12876918,chr19_12876908_12877000,TSMA_panel
chr19,12876925,12876926,chr19_12876908_12877000,TSMA_panel
chr19,12876936,12876937,chr19_12876908_12877000,TSMA_panel
chr19,12876941,12876942,chr19_12876908_12877000,TSMA_panel
chr19,12876943,12876944,chr19_12876908_12877000,TSMA_panel
chr19,12876945,12876946,chr19_12876908_12877000,TSMA_panel
chr19,12876947,12876948,chr19_12876908_12877000,TSMA_panel
chr19,12876968,12876969,chr19_12876908_12877000,TSMA_panel
chr19,12876986,12876987,chr19_12876908_12877000,TSMA_panel
chr19,12876992,12876993,chr19_12876908_12877000,TSMA_panel
chr19,12876996,12876997,chr19_12876908_12877000,TSMA_panel
chr19,12877000,12877001,chr19_12876908_12877000,TSMA_panel
chr19,12958736,12958737,chr19_12958734_12958822,TSMA_panel
chr19,12958742,12958743,chr19_12958734_12958822,TSMA_panel
chr19,12958772,12958773,chr19_12958734_12958822,TSMA_panel
chr19,12958782,12958783,chr19_12958734_12958822,TSMA_panel
chr19,12958803,12958804,chr19_12958734_12958822,TSMA_panel
chr19,12958808,12958809,chr19_12958734_12958822,TSMA_panel
chr19,12958822,12958823,chr19_12958734_12958822,TSMA_panel
chr19,13961868,13961869,chr19_13961866_13961961,TSMA_panel
chr19,13961891,13961892,chr19_13961866_13961961,TSMA_panel
chr19,13961925,13961926,chr19_13961866_13961961,TSMA_panel
chr19,13961933,13961934,chr19_13961866_13961961,TSMA_panel
chr19,13961961,13961962,chr19_13961866_13961961,TSMA_panel
chr19,16404244,16404245,chr19_16404242_16404336,TSMA_panel
chr19,16404250,16404251,chr19_16404242_16404336,TSMA_panel
chr19,16404265,16404266,chr19_16404242_16404336,TSMA_panel
chr19,16404330,16404331,chr19_16404242_16404336,TSMA_panel
chr19,16404336,16404337,chr19_16404242_16404336,TSMA_panel
chr19,19007403,19007404,chr19_19007401_19007466,TSMA_panel
chr19,19007415,19007416,chr19_19007401_19007466,TSMA_panel
chr19,19007442,19007443,chr19_19007401_19007466,TSMA_panel
chr19,19007453,19007454,chr19_19007401_19007466,TSMA_panel
chr19,19007466,19007467,chr19_19007401_19007466,TSMA_panel
chr19,2462723,2462724,chr19_2462721_2462823,TSMA_panel
chr19,2462727,2462728,chr19_2462721_2462823,TSMA_panel
chr19,2462739,2462740,chr19_2462721_2462823,TSMA_panel
chr19,2462759,2462760,chr19_2462721_2462823,TSMA_panel
chr19,2462781,2462782,chr19_2462721_2462823,TSMA_panel
chr19,2462798,2462799,chr19_2462721_2462823,TSMA_panel
chr19,2462821,2462822,chr19_2462721_2462823,TSMA_panel
chr19,2462823,2462824,chr19_2462721_2462823,TSMA_panel
chr19,29781622,29781623,chr19_29781620_29781699,TSMA_panel
chr19,29781644,29781645,chr19_29781620_29781699,TSMA_panel
chr19,29781667,29781668,chr19_29781620_29781699,TSMA_panel
chr19,29781693,29781694,chr19_29781620_29781699,TSMA_panel
chr19,29781699,29781700,chr19_29781620_29781699,TSMA_panel
chr19,3104071,3104072,chr19_3104069_3104166,TSMA_panel
chr19,3104097,3104098,chr19_3104069_3104166,TSMA_panel
chr19,3104107,3104108,chr19_3104069_3104166,TSMA_panel
chr19,3104109,3104110,chr19_3104069_3104166,TSMA_panel
chr19,3104113,3104114,chr19_3104069_3104166,TSMA_panel
chr19,3104133,3104134,chr19_3104069_3104166,TSMA_panel
chr19,3104166,3104167,chr19_3104069_3104166,TSMA_panel
chr19,34973510,34973511,chr19_34973508_34973601,TSMA_panel
chr19,34973514,34973515,chr19_34973508_34973601,TSMA_panel
chr19,34973518,34973519,chr19_34973508_34973601,TSMA_panel
chr19,34973523,34973524,chr19_34973508_34973601,TSMA_panel
chr19,34973525,34973526,chr19_34973508_34973601,TSMA_panel
chr19,34973529,34973530,chr19_34973508_34973601,TSMA_panel
chr19,34973532,34973533,chr19_34973508_34973601,TSMA_panel
chr19,34973534,34973535,chr19_34973508_34973601,TSMA_panel
chr19,34973545,34973546,chr19_34973508_34973601,TSMA_panel
chr19,34973554,34973555,chr19_34973508_34973601,TSMA_panel
chr19,34973558,34973559,chr19_34973508_34973601,TSMA_panel
chr19,34973563,34973564,chr19_34973508_34973601,TSMA_panel
chr19,34973576,34973577,chr19_34973508_34973601,TSMA_panel
chr19,34973578,34973579,chr19_34973508_34973601,TSMA_panel
chr19,34973593,34973594,chr19_34973508_34973601,TSMA_panel
chr19,34973601,34973602,chr19_34973508_34973601,TSMA_panel
chr19,3950815,3950816,chr19_3950813_3950894,TSMA_panel
chr19,3950858,3950859,chr19_3950813_3950894,TSMA_panel
chr19,3950881,3950882,chr19_3950813_3950894,TSMA_panel
chr19,3950887,3950888,chr19_3950813_3950894,TSMA_panel
chr19,3950894,3950895,chr19_3950813_3950894,TSMA_panel
chr19,45148086,45148087,chr19_45148084_45148151,TSMA_panel
chr19,45148110,45148111,chr19_45148084_45148151,TSMA_panel
chr19,45148120,45148121,chr19_45148084_45148151,TSMA_panel
chr19,45148142,45148143,chr19_45148084_45148151,TSMA_panel
chr19,45148151,45148152,chr19_45148084_45148151,TSMA_panel
chr19,46271081,46271082,chr19_46271079_46271162,TSMA_panel
chr19,46271096,46271097,chr19_46271079_46271162,TSMA_panel
chr19,46271098,46271099,chr19_46271079_46271162,TSMA_panel
chr19,46271102,46271103,chr19_46271079_46271162,TSMA_panel
chr19,46271115,46271116,chr19_46271079_46271162,TSMA_panel
chr19,46271119,46271120,chr19_46271079_46271162,TSMA_panel
chr19,46271132,46271133,chr19_46271079_46271162,TSMA_panel
chr19,46271149,46271150,chr19_46271079_46271162,TSMA_panel
chr19,46271151,46271152,chr19_46271079_46271162,TSMA_panel
chr19,46271156,46271157,chr19_46271079_46271162,TSMA_panel
chr19,46271158,46271159,chr19_46271079_46271162,TSMA_panel
chr19,46271162,46271163,chr19_46271079_46271162,TSMA_panel
chr19,49224165,49224166,chr19_49224163_49224264,TSMA_panel
chr19,49224169,49224170,chr19_49224163_49224264,TSMA_panel
chr19,49224188,49224189,chr19_49224163_49224264,TSMA_panel
chr19,49224194,49224195,chr19_49224163_49224264,TSMA_panel
chr19,49224196,49224197,chr19_49224163_49224264,TSMA_panel
chr19,49224223,49224224,chr19_49224163_49224264,TSMA_panel
chr19,49224229,49224230,chr19_49224163_49224264,TSMA_panel
chr19,49224243,49224244,chr19_49224163_49224264,TSMA_panel
chr19,49224264,49224265,chr19_49224163_49224264,TSMA_panel
chr19,49567977,49567978,chr19_49567975_49568063,TSMA_panel
chr19,49568000,49568001,chr19_49567975_49568063,TSMA_panel
chr19,49568036,49568037,chr19_49567975_49568063,TSMA_panel
chr19,49568043,49568044,chr19_49567975_49568063,TSMA_panel
chr19,49568063,49568064,chr19_49567975_49568063,TSMA_panel
chr19,50037196,50037197,chr19_50037194_50037282,TSMA_panel
chr19,50037216,50037217,chr19_50037194_50037282,TSMA_panel
chr19,50037220,50037221,chr19_50037194_50037282,TSMA_panel
chr19,50037235,50037236,chr19_50037194_50037282,TSMA_panel
chr19,50037242,50037243,chr19_50037194_50037282,TSMA_panel
chr19,50037282,50037283,chr19_50037194_50037282,TSMA_panel
chr19,50718526,50718527,chr19_50718524_50718606,TSMA_panel
chr19,50718531,50718532,chr19_50718524_50718606,TSMA_panel
chr19,50718534,50718535,chr19_50718524_50718606,TSMA_panel
chr19,50718570,50718571,chr19_50718524_50718606,TSMA_panel
chr19,50718574,50718575,chr19_50718524_50718606,TSMA_panel
chr19,50718606,50718607,chr19_50718524_50718606,TSMA_panel
chr19,50816003,50816004,chr19_50816001_50816092,TSMA_panel
chr19,50816012,50816013,chr19_50816001_50816092,TSMA_panel
chr19,50816019,50816020,chr19_50816001_50816092,TSMA_panel
chr19,50816037,50816038,chr19_50816001_50816092,TSMA_panel
chr19,50816092,50816093,chr19_50816001_50816092,TSMA_panel
chr19,55885802,55885803,chr19_55885800_55885885,TSMA_panel
chr19,55885805,55885806,chr19_55885800_55885885,TSMA_panel
chr19,55885827,55885828,chr19_55885800_55885885,TSMA_panel
chr19,55885829,55885830,chr19_55885800_55885885,TSMA_panel
chr19,55885844,55885845,chr19_55885800_55885885,TSMA_panel
chr19,55885850,55885851,chr19_55885800_55885885,TSMA_panel
chr19,55885885,55885886,chr19_55885800_55885885,TSMA_panel
chr19,56143290,56143291,chr19_56143288_56143380,TSMA_panel
chr19,56143295,56143296,chr19_56143288_56143380,TSMA_panel
chr19,56143299,56143300,chr19_56143288_56143380,TSMA_panel
chr19,56143353,56143354,chr19_56143288_56143380,TSMA_panel
chr19,56143380,56143381,chr19_56143288_56143380,TSMA_panel
chr19,57079052,57079053,chr19_57079050_57079146,TSMA_panel
chr19,57079056,57079057,chr19_57079050_57079146,TSMA_panel
chr19,57079058,57079059,chr19_57079050_57079146,TSMA_panel
chr19,57079060,57079061,chr19_57079050_57079146,TSMA_panel
chr19,57079062,57079063,chr19_57079050_57079146,TSMA_panel
chr19,57079071,57079072,chr19_57079050_57079146,TSMA_panel
chr19,57079076,57079077,chr19_57079050_57079146,TSMA_panel
chr19,57079091,57079092,chr19_57079050_57079146,TSMA_panel
chr19,57079096,57079097,chr19_57079050_57079146,TSMA_panel
chr19,57079102,57079103,chr19_57079050_57079146,TSMA_panel
chr19,57079104,57079105,chr19_57079050_57079146,TSMA_panel
chr19,57079112,57079113,chr19_57079050_57079146,TSMA_panel
chr19,57079118,57079119,chr19_57079050_57079146,TSMA_panel
chr19,57079129,57079130,chr19_57079050_57079146,TSMA_panel
chr19,57079132,57079133,chr19_57079050_57079146,TSMA_panel
chr19,57079135,57079136,chr19_57079050_57079146,TSMA_panel
chr19,57079139,57079140,chr19_57079050_57079146,TSMA_panel
chr19,57079146,57079147,chr19_57079050_57079146,TSMA_panel
chr19,58977982,58977983,chr19_58977980_58978073,TSMA_panel
chr19,58977984,58977985,chr19_58977980_58978073,TSMA_panel
chr19,58977993,58977994,chr19_58977980_58978073,TSMA_panel
chr19,58978030,58978031,chr19_58977980_58978073,TSMA_panel
chr19,58978045,58978046,chr19_58977980_58978073,TSMA_panel
chr19,58978066,58978067,chr19_58977980_58978073,TSMA_panel
chr19,58978073,58978074,chr19_58977980_58978073,TSMA_panel
chr19,8851572,8851573,chr19_8851570_8851659,TSMA_panel
chr19,8851587,8851588,chr19_8851570_8851659,TSMA_panel
chr19,8851591,8851592,chr19_8851570_8851659,TSMA_panel
chr19,8851610,8851611,chr19_8851570_8851659,TSMA_panel
chr19,8851659,8851660,chr19_8851570_8851659,TSMA_panel
chr2,10182878,10182879,chr2_10182876_10182972,TSMA_panel
chr2,10182887,10182888,chr2_10182876_10182972,TSMA_panel
chr2,10182890,10182891,chr2_10182876_10182972,TSMA_panel
chr2,10182898,10182899,chr2_10182876_10182972,TSMA_panel
chr2,10182918,10182919,chr2_10182876_10182972,TSMA_panel
chr2,10182928,10182929,chr2_10182876_10182972,TSMA_panel
chr2,10182932,10182933,chr2_10182876_10182972,TSMA_panel
chr2,10182951,10182952,chr2_10182876_10182972,TSMA_panel
chr2,10182956,10182957,chr2_10182876_10182972,TSMA_panel
chr2,10182972,10182973,chr2_10182876_10182972,TSMA_panel
chr2,111158943,111158944,chr2_111158941_111159039,TSMA_panel
chr2,111158949,111158950,chr2_111158941_111159039,TSMA_panel
chr2,111158957,111158958,chr2_111158941_111159039,TSMA_panel
chr2,111158964,111158965,chr2_111158941_111159039,TSMA_panel
chr2,111158969,111158970,chr2_111158941_111159039,TSMA_panel
chr2,111158978,111158979,chr2_111158941_111159039,TSMA_panel
chr2,111158996,111158997,chr2_111158941_111159039,TSMA_panel
chr2,111159002,111159003,chr2_111158941_111159039,TSMA_panel
chr2,111159039,111159040,chr2_111158941_111159039,TSMA_panel
chr2,112897629,112897630,chr2_112897627_112897722,TSMA_panel
chr2,112897641,112897642,chr2_112897627_112897722,TSMA_panel
chr2,112897647,112897648,chr2_112897627_112897722,TSMA_panel
chr2,112897656,112897657,chr2_112897627_112897722,TSMA_panel
chr2,112897668,112897669,chr2_112897627_112897722,TSMA_panel
chr2,112897674,112897675,chr2_112897627_112897722,TSMA_panel
chr2,112897683,112897684,chr2_112897627_112897722,TSMA_panel
chr2,112897695,112897696,chr2_112897627_112897722,TSMA_panel
chr2,112897710,112897711,chr2_112897627_112897722,TSMA_panel
chr2,112897722,112897723,chr2_112897627_112897722,TSMA_panel
chr2,115918914,115918915,chr2_115918912_115919013,TSMA_panel
chr2,115918938,115918939,chr2_115918912_115919013,TSMA_panel
chr2,115918942,115918943,chr2_115918912_115919013,TSMA_panel
chr2,115918946,115918947,chr2_115918912_115919013,TSMA_panel
chr2,115918948,115918949,chr2_115918912_115919013,TSMA_panel
chr2,115918953,115918954,chr2_115918912_115919013,TSMA_panel
chr2,115918961,115918962,chr2_115918912_115919013,TSMA_panel
chr2,115918971,115918972,chr2_115918912_115919013,TSMA_panel
chr2,115918981,115918982,chr2_115918912_115919013,TSMA_panel
chr2,115918988,115918989,chr2_115918912_115919013,TSMA_panel
chr2,115918997,115918998,chr2_115918912_115919013,TSMA_panel
chr2,115918999,115919000,chr2_115918912_115919013,TSMA_panel
chr2,115919006,115919007,chr2_115918912_115919013,TSMA_panel
chr2,115919009,115919010,chr2_115918912_115919013,TSMA_panel
chr2,115919013,115919014,chr2_115918912_115919013,TSMA_panel
chr2,115920540,115920541,chr2_115920538_115920625,TSMA_panel
chr2,115920546,115920547,chr2_115920538_115920625,TSMA_panel
chr2,115920568,115920569,chr2_115920538_115920625,TSMA_panel
chr2,115920612,115920613,chr2_115920538_115920625,TSMA_panel
chr2,115920614,115920615,chr2_115920538_115920625,TSMA_panel
chr2,115920625,115920626,chr2_115920538_115920625,TSMA_panel
chr2,131112825,131112826,chr2_131112823_131112920,TSMA_panel
chr2,131112834,131112835,chr2_131112823_131112920,TSMA_panel
chr2,131112846,131112847,chr2_131112823_131112920,TSMA_panel
chr2,131112849,131112850,chr2_131112823_131112920,TSMA_panel
chr2,131112920,131112921,chr2_131112823_131112920,TSMA_panel
chr2,132559929,132559930,chr2_132559927_132560014,TSMA_panel
chr2,132559934,132559935,chr2_132559927_132560014,TSMA_panel
chr2,132559940,132559941,chr2_132559927_132560014,TSMA_panel
chr2,132559953,132559954,chr2_132559927_132560014,TSMA_panel
chr2,132559985,132559986,chr2_132559927_132560014,TSMA_panel
chr2,132559989,132559990,chr2_132559927_132560014,TSMA_panel
chr2,132560014,132560015,chr2_132559927_132560014,TSMA_panel
chr2,152954141,152954142,chr2_152954139_152954239,TSMA_panel
chr2,152954146,152954147,chr2_152954139_152954239,TSMA_panel
chr2,152954155,152954156,chr2_152954139_152954239,TSMA_panel
chr2,152954170,152954171,chr2_152954139_152954239,TSMA_panel
chr2,152954183,152954184,chr2_152954139_152954239,TSMA_panel
chr2,152954216,152954217,chr2_152954139_152954239,TSMA_panel
chr2,152954227,152954228,chr2_152954139_152954239,TSMA_panel
chr2,152954239,152954240,chr2_152954139_152954239,TSMA_panel
chr2,176988778,176988779,chr2_176988776_176988850,TSMA_panel
chr2,176988784,176988785,chr2_176988776_176988850,TSMA_panel
chr2,176988787,176988788,chr2_176988776_176988850,TSMA_panel
chr2,176988792,176988793,chr2_176988776_176988850,TSMA_panel
chr2,176988850,176988851,chr2_176988776_176988850,TSMA_panel
chr2,204104591,204104592,chr2_204104589_204104691,TSMA_panel
chr2,204104595,204104596,chr2_204104589_204104691,TSMA_panel
chr2,204104602,204104603,chr2_204104589_204104691,TSMA_panel
chr2,204104616,204104617,chr2_204104589_204104691,TSMA_panel
chr2,204104647,204104648,chr2_204104589_204104691,TSMA_panel
chr2,204104687,204104688,chr2_204104589_204104691,TSMA_panel
chr2,204104691,204104692,chr2_204104589_204104691,TSMA_panel
chr2,206548145,206548146,chr2_206548143_206548244,TSMA_panel
chr2,206548164,206548165,chr2_206548143_206548244,TSMA_panel
chr2,206548171,206548172,chr2_206548143_206548244,TSMA_panel
chr2,206548224,206548225,chr2_206548143_206548244,TSMA_panel
chr2,206548244,206548245,chr2_206548143_206548244,TSMA_panel
chr2,232055505,232055506,chr2_232055503_232055603,TSMA_panel
chr2,232055508,232055509,chr2_232055503_232055603,TSMA_panel
chr2,232055535,232055536,chr2_232055503_232055603,TSMA_panel
chr2,232055577,232055578,chr2_232055503_232055603,TSMA_panel
chr2,232055581,232055582,chr2_232055503_232055603,TSMA_panel
chr2,232055601,232055602,chr2_232055503_232055603,TSMA_panel
chr2,232055603,232055604,chr2_232055503_232055603,TSMA_panel
chr2,232486431,232486432,chr2_232486429_232486477,TSMA_panel
